Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL,AOC Number,Hubs,Destinations - actual names and airport/city code,Website,Key people,Employees,Headquarters,Alliance,Frequent-flyer programs,Revenue,Operating Income,Net Income,Total assets,Total equity,Founded
Aero Express Del Ecuador,7T,RTM,HC,0,0,AERO TRANSAM,https://images.planefinder.net/api/logo/RTM/w/256,https://en.wikipedia.org/wiki/DHL_Ecuador,,José Joaquín de Olmedo International Airport,Ecuador: Guayaquil (GYE) — José Joaquín de Olmedo International Airport; Panama: Panama City (PTY) — Tocumen International Airport,www .dhl .com,,56 (2023),"Guayaquil , Ecuador",,,,,,,,1991
Aero Mongolia,M0,MNG,JU,4,4,AERO MONGOLIA,https://images.planefinder.net/api/logo/MNG/w/256,https://en.wikipedia.org/wiki/Aero_Mongolia,,Chinggis Khaan International Airport,China: Hohhot (HET) — Hohhot Baita International Airport; Japan: Tokyo (NRT) — Narita International Airport; Mongolia: Ulaanbaatar (UBN) — Chinggis Khaan International Airport; Yangyang: Yangyang International Airport — Terminated; Hanoi: Noi Bai International Airport — Terminated; Nha Trang: Cam Ranh International Airport — Terminated; Phu Quoc: Phu Quoc International Airport — Terminated,https://www.aeromongolia.com/,Chuluunbaatar Baz (CEO),210,"4F, Monnis Building, 18th khoroo, Khan-Uul district, Ulaanbaatar, Mongolia",,,,,,,,2001 ( 2001 )
Aero-Dienst,-,ADN,D,7,0,AERODIENST,https://images.planefinder.net/api/logo/ADN/w/256,https://en.wikipedia.org/wiki/Aero-Dienst,,,,aero-dienst.de,Viktor Peters (CEO),,"Nuremberg, Germany",,,,,,,,1958
Aerobratsk,-,BRP,RA,7,0,AEROBRA,https://images.planefinder.net/api/logo/BRP/w/256,https://en.wikipedia.org/wiki/AeroBratsk,,Bratsk Airport,,aerobratsk.ru,Sergey Ivanovich Sumbayev ( General Director ),,"Bratsk , Russia",,,,,,,,1967
Aerocontractors,NG,NIG,5N,4,2,AEROLINE,https://images.planefinder.net/api/logo/NIG/w/256,https://en.wikipedia.org/wiki/Aero_Contractors_%28Nigeria%29,,Murtala Muhammed Airport,,www.flyaero.com,Ado Sanusi (CEO),,"Lagos Murtala Muhammed Airport ; Ikeja , Lagos State , Nigeria",,,,,,,,1959
Aeroflot Russian Airlines,SU,AFL,RA,174,104,AEROFLOT,https://images.planefinder.net/api/logo/AFL/w/256,https://en.wikipedia.org/wiki/Aeroflot,,Krasnoyarsk–International ; Moscow–Sheremetyevo ; Saint Petersburg; Irkutsk ; Khabarovsk ; Sochi ; Vladivostok ; Yekaterinburg,"Armenia: Yerevan (EVN) — Zvartnots International Airport; Salzburg: Salzburg Airport — Terminated; Vienna: Vienna International Airport — Terminated; Azerbaijan: Baku (GYD) — Heydar Aliyev International Airport; Belarus: Minsk (MSQ) — Minsk National Airport; Sofia: Sofia Airport — Terminated; Varna: Varna Airport — Terminated; Toronto: Toronto Pearson International Airport — Terminated; Chengdu: Chengdu Shuangliu International Airport — Terminated; Dalian: Dalian Zhoushuizi International Airport — Passenger; Guangzhou: Guangzhou Baiyun International Airport — Passenger; Harbin: Harbin Taiping International Airport — Passenger; Sanya: Sanya Phoenix International Airport — Passenger; Shanghai: Shanghai Pudong International Airport — Passenger; Shenyang: Shenyang Taoxian International Airport — Terminated; Ürümqi: Ürümqi Diwopu International Airport — Terminated; Split: Split Airport — Terminated; Zagreb: Zagreb Airport — Terminated; Cuba: Havana (HAV) — José Martí International Airport; Varadero: Juan Gualberto Gómez Airport — Passenger; Paphos: Paphos International Airport — Terminated; Prague: Václav Havel Airport Prague — Terminated; Egypt: Cairo (CAI) — Cairo International Airport; Hurghada: Hurghada International Airport — Passenger; Sharm El Sheikh: Sharm El Sheikh International Airport — Passenger; Rovaniemi: Rovaniemi Airport — Terminated; Marseille: Marseille Provence Airport — Terminated; Nice: Nice Côte d'Azur Airport — Terminated; Paris: Charles de Gaulle Airport — Terminated; Sukhumi: Sukhumi Dranda Airport — Terminated; Tbilisi: Tbilisi International Airport — Temporarily suspended; Cologne: Cologne Bonn Airport — Terminated; Dresden: Dresden Airport — Terminated; Düsseldorf: Düsseldorf Airport — Terminated; Frankfurt: Frankfurt Airport — Terminated; Hamburg: Hamburg Airport — Terminated; Hanover: Hannover Airport — Terminated; Leipzig: Leipzig/Halle Airport — Terminated; Munich: Munich Airport — Terminated; Stuttgart: Stuttgart Airport — Terminated; Heraklion: Heraklion International Airport — Terminated; Thessaloniki: Thessaloniki International Airport — Terminated; Hong Kong: Hong Kong (HKG) — Hong Kong International Airport; India: Delhi (DEL) — Indira Gandhi International Airport; Goa: Dabolim Airport — Terminated; Kolkata: Netaji Subhas Chandra Bose International Airport — Terminated; Mumbai: Chhatrapati Shivaji Maharaj International Airport — Terminated; Indonesia: Denpasar (DPS) — Ngurah Rai International Airport; Jakarta: Soekarno–Hatta International Airport — Terminated; Iran: Tehran (IKA) — Tehran Imam Khomeini International Airport; Shannon: Shannon Airport — Terminated; Milan: Milan Malpensa Airport — Terminated; Naples: Naples International Airport — Terminated; Rimini: Federico Fellini International Airport — Terminated; Rome: Rome Fiumicino Airport — Terminated; Venice: Venice Marco Polo Airport — Terminated; Verona: Verona Villafranca Airport — Terminated; Hakodate: Hakodate Airport — Terminated; Nagoya: Chubu Centrair International Airport — Terminated; Niigata: Niigata Airport — Terminated; Tokyo: Narita International Airport — Terminated; Toyama: Toyama Airport — Terminated; Kazakhstan: Aktau (SCO) — Aktau International Airport; Aktobe: Aktobe International Airport — Passenger; Almaty: Almaty International Airport — Passenger; Atyrau: Atyrau Airport — Passenger; Karagandy: Sary-Arka Airport — Passenger; Kostanay: Kostanay Airport — Passenger; Kyzylorda: Kyzylorda Airport — Passenger; Nur-Sultan: Nursultan Nazarbayev International Airport — Passenger; Shymkent: Shymkent International Airport — Passenger; Kyrgyzstan: Bishkek (BSZ) — Manas International Airport; Osh: Osh Airport — Passenger; Vilnius: Vilnius Airport — Terminated; Maldives: Malé (MLE) — Velana International Airport; Mauritius: Port Louis (MRU) — Sir Seewoosagur Ramgoolam International Airport; Oslo: Oslo Fornebu Airport — Terminated; Tromsø: Tromsø Airport — Terminated; Warsaw: Warsaw Chopin Airport — Terminated; Qatar: Doha (DOH) — Hamad International Airport; Russia: Abakan (ABA) — Abakan International Airport; Adler/Sochi: Sochi International Airport — Passenger; Anadyr: Ugolny Airport — Terminated; Anapa: Vityazevo Airport — Terminated; Arkhangelsk: Talagi Airport — Passenger; Astrakhan: Narimanovo Airport — Passenger; Barnaul: Barnaul Airport — Passenger; Belgorod: Belgorod International Airport — Terminated; Blagoveshchensk: Ignatyevo Airport — Passenger; Bratsk: Bratsk Airport — Terminated; Bryansk: Bryansk International Airport — Terminated; Chelyabinsk: Chelyabinsk Airport — Passenger; Chita: Chita-Kadala International Airport — Terminated; Elista: Elista Airport — Passenger; Gelendzhik: Gelendzhik Airport — Passenger; Gorno-Altaysk: Gorno-Altaysk Airport — Passenger; Grozny: Kadyrov Grozny International Airport — Passenger; Igarka: Igarka Airport — Terminated; Irkutsk: International Airport Irkutsk — Passenger; Izhevsk: Izhevsk Airport — Passenger; Kaliningrad: Khrabrovo Airport — Passenger; Kazan: Kazan International Airport — Passenger; Kemerovo: Alexei Leonov Kemerovo International Airport — Passenger; Khabarovsk: Khabarovsk Novy Airport — Passenger; Khanty-Mansiysk: Khanty-Mansiysk Airport — Passenger; Kirov: Pobedilovo Airport — Terminated; Krasnodar: Krasnodar International Airport — Passenger; Krasnoyarsk: Krasnoyarsk International Airport — Passenger; Magadan: Sokol Airport — Terminated; Magas: Magas Airport — Passenger; Magnitogorsk: Magnitogorsk International Airport — Passenger; Makhachkala: Uytash Airport — Passenger; Mirny: Mirny Airport — Terminated; Moscow: Sheremetyevo International Airport — Hub; Murmansk: Murmansk Airport — Passenger; Nadym: Nadym Airport — Terminated; Nalchik: Nalchik Airport — Passenger; Naryan-Mar: Naryan-Mar Airport — Terminated; Nazran: Magas Airport — Passenger; Nefteyugansk: Nefteyugansk Airport — Terminated; Neryungri: Chulman Neryungri Airport — Terminated; Nizhnekamsk: Begishevo Airport — Passenger; Nizhnevartovsk: Nizhnevartovsk Airport — Passenger; Nizhny Novgorod: Strigino International Airport — Passenger; Norilsk: Alykel International Airport — Terminated; Novokuznetsk: Spichenkovo Airport — Passenger; Novosibirsk: Tolmachevo Airport — Passenger; Novy Urengoy: Novy Urengoy Airport — Terminated; Noyabrsk: Noyabrsk Airport — Terminated; Omsk: Omsk Tsentralny Airport — Passenger; Orenburg: Orenburg Tsentralny Airport — Passenger; Orsk: Orsk Airport — Passenger; Penza: Penza Vissarion Belinsky Airport — Passenger; Perm: Perm International Airport — Passenger; Petropavlovsk-Kamchatsky: Petropavlovsk-Kamchatsky Airport — Passenger; Petrozavodsk: Petrozavodsk Airport — Terminated; Rostov-on-Don: Platov International Airport — Terminated; Saint Petersburg: Pulkovo Airport — Passenger; Salekhard: Salekhard Airport — Terminated; Samara: Kurumoch International Airport — Passenger; Saransk: Saransk Airport — Passenger; Saratov: Saratov Gagarin Airport — Passenger; Stavropol: Stavropol Shpakovskoye Airport — Passenger; Surgut: Farman Salmanov Surgut Airport — Passenger; Syktyvkar: Syktyvkar Airport — Passenger; Tiksi: Tiksi Airport — Terminated; Tomsk: Tomsk Kamov Airport — Passenger; Tyumen: Roschino International Airport — Passenger; Ufa: Ufa International Airport — Passenger; Ulan-Ude: Baikal International Airport — Passenger; Ulyanovsk: Ulyanovsk Baratayevka Airport — Passenger; Uray: Uray Airport — Terminated; Vladikavkaz: Beslan Airport — Passenger; Vladivostok: Vladivostok International Airport — Passenger; Volgograd: Volgograd International Airport — Passenger; Voronezh: Voronezh International Airport — Terminated; Yakutsk: Yakutsk Airport — Passenger; Yaroslavl: Tunoshna Airport — Passenger; Yekaterinburg: Koltsovo International Airport — Passenger; Yuzhno-Sakhalinsk: Yuzhno-Sakhalinsk Airport — Passenger; Seychelles: Mahé (SEZ) — Seychelles International Airport; Košice: Košice International Airport — Terminated; Barcelona: Josep Tarradellas Barcelona–El Prat Airport — Terminated; Madrid: Madrid–Barajas Airport — Terminated; Málaga: Málaga Airport — Terminated; Palma de Mallorca: Palma de Mallorca Airport — Terminated; Tenerife: Tenerife South Airport — Terminated; Valencia: Valencia Airport — Terminated; Luleå: Luleå Airport — Terminated; Stockholm: Stockholm Arlanda Airport — Terminated; Zürich: Zurich Airport — Terminated; Damascus: Damascus International Airport — Terminated; Thailand: Bangkok (BKK) — Suvarnabhumi Airport; Phuket: Phuket International Airport — Passenger; Tunis: Tunis–Carthage International Airport — Terminated; Antalya: Antalya Airport — Passenger; Istanbul: Atatürk Airport — Airport Closed; Donetsk: Donetsk International Airport — Airport Destroyed; Kyiv: Boryspil International Airport — Terminated; Lviv: Lviv Danylo Halytskyi International Airport — Terminated; Zaporizhzhia: Zaporizhzhia International Airport — Terminated; Simferopol: Simferopol International Airport — Terminated; United Arab Emirates: Abu Dhabi (AUH) — Zayed International Airport; Dubai: Al Maktoum International Airport — Terminated; Sharjah: Sharjah International Airport — Terminated; Chicago: O'Hare International Airport — Terminated; Los Angeles: Los Angeles International Airport — Terminated; Miami: Miami International Airport — Terminated; New York City: John F. Kennedy International Airport — Terminated; San Francisco: San Francisco International Airport — Terminated; Seattle: Seattle–Tacoma International Airport — Terminated; Washington, D.C.: Dulles International Airport — Terminated; Uzbekistan: Bukhara (BHK) — Bukhara International Airport; Fergana: Fergana International Airport — Terminated; Samarkand: Samarkand International Airport — Passenger; Urgench: Urgench International Airport — Passenger; Vietnam: Ho Chi Minh City (SGN) — Tan Son Nhat International Airport; Nha Trang: Cam Ranh International Airport — Passenger; Sanaa: Sanaa International Airport — Terminated",www .aeroflot .ru ; www .aeroflot .com,"Sergei Alexandrovsky ( chairman , CEO )","33,500 (Aeroflot Group)","Moscow , Russia",SkyTeam (suspended) ; SkyTeam Cargo (suspended),Aeroflot Bonus,₽ 612 billion (2023),₽182 million (2023),-₽14 million (2023),₽957 billion (2022),-₽99 billion (2022),25 February 1932 ( 1932-02-25 )
Aerogaviota,KG,GTV,CU,23,19,GAVIOTA,https://images.planefinder.net/api/logo/GTV/w/256,https://en.wikipedia.org/wiki/Aerogaviota,,Playa Baracoa Airport,,,,,"Havana , Cuba",,,,,,,,1994 ( 1994 )
Aeroitalia,XZ,AEZ,I,14,28,AEROITALIA,https://images.planefinder.net/api/logo/AEZ/w/256,https://en.wikipedia.org/wiki/AeroItalia,,Bergamo ; Comiso ; Rome–Fiumicino,Czech Republic: Brno (BRQ) — Brno-Tuřany Airport; Karpathos: Karpathos Island National Airport — Terminated; Mykonos: Mykonos Airport — Terminated; Zakynthos: Zakynthos International Airport — Terminated; Italy: Alghero (AHO) — Alghero–Fertilia Airport; Ancona: Marche Airport — Terminated; Bergamo: Milan Bergamo Airport — Base; Bologna: Bologna Guglielmo Marconi Airport — Seasonal; Brindisi: Brindisi Airport — Terminated; Comiso: Comiso Airport — Base; Lampedusa: Lampedusa Airport — Seasonal; Naples: Naples International Airport — Terminated; Pisa: Pisa International Airport — Seasonal; Rome: Rome Fiumicino Airport — Base; Trapani: Trapani–Birgi Airport — Terminated; Verona: Verona Villafranca Airport — Seasonal; Poland: Lublin (LUZ) — Lublin Airport; Romania: Bacău (BCM) — George Enescu International Airport,www .aeroitalia .com,Francesco Gaetano Intrieri ( CEO ),,"Rome , Italy",,,,,,,,2021 ( 2021 ); 9 July 2022 ( 2022-07-09 )
Aerolíneas Argentinas,AR,ARG,LV,82,61,ARGENTINA,https://images.planefinder.net/api/logo/ARG/w/256,https://en.wikipedia.org/wiki/Aerol%C3%ADneas_Argentinas,AISF117C,Buenos Aires–Aeroparque ; Buenos Aires–Ezeiza; Córdoba ; Rosario,"Argentina: Bahía Blanca (BHI) — Comandante Espora Airport; Buenos Aires: Aeroparque Jorge Newbery — Hub; Concordia: Concordia Airport — Terminated; Córdoba: Ingeniero Ambrosio L.V. Taravella International Airport — Focus city; Curuzú Cuatiá: Curuzú Cuatiá Airport — Terminated; Cutral Có: Cutral Có Airport — Terminated; General Roca: Dr. Arturo Umberto Illia Airport — Terminated; Gobernador Gregores: Gobernador Gregores Airport — Terminated; Gualeguaychú: Gualeguaychú Airport — Terminated; La Cumbre: La Cumbre Airport — Terminated; Lago Argentino: Lago Argentino Airport — Terminated; Malargüe: Comodoro D. Ricardo Salomón Airport — Seasonal; Mercedes: Mercedes Airport — Terminated; Monte Caseros: Monte Caseros Airport — Terminated; Orán: Orán Airport — Terminated; Paso de los Libres: Paso de los Libres Airport — Terminated; Perito Moreno: Perito Moreno Airport — Terminated; Presidencia Roque Sáenz Peña: Presidencia Roque Sáenz Peña Airport — Terminated; Puerto Deseado: Puerto Deseado Airport — Terminated; Reconquista: Reconquista Airport — Terminated; Río Turbio: Rio Turbio Airport — Terminated; San Julián: Capitán José Daniel Vazquez Airport — Terminated; Santa Cruz: Puerto Santa Cruz Airport — Terminated; Tartagal: Tartagal ""General Enrique Mosconi"" Airport — Terminated; Villa Dolores: Villa Dolores Airport — Terminated; Villa Gesell: Villa Gesell Airport — Terminated; Aruba: Oranjestad (AUA) — Queen Beatrix International Airport; Sydney: Sydney Airport — Terminated; La Paz: El Alto International Airport — Terminated; Yacuiba: Yacuiba Airport — Terminated; Florianópolis: Hercílio Luz International Airport — Terminated; Natal: Augusto Severo International Airport — Terminated; Recife: Recife/Guararapes–Gilberto Freyre International Airport — Terminated; Toronto: Toronto Pearson International Airport — Terminated; Punta Arenas: Presidente Carlos Ibáñez del Campo International Airport — Terminated; Colombia: Bogotá (BOG) — El Dorado International Airport; Dominican Republic: Punta Cana (PUJ) — Punta Cana International Airport; Italy: Rome (FCO) — Rome Fiumicino Airport; Mexico: Cancún (CUN) — Cancún International Airport; Mexico City: Mexico City International Airport — Terminated; Paraguay: Asunción (ASU) — Silvio Pettirossi International Airport; Peru: Lima (LIM) — Jorge Chávez International Airport; Santiago de Compostela: Santiago de Compostela Airport — Terminated; New York City: John F. Kennedy International Airport — Terminated; Orlando: Orlando International Airport — Terminated; Uruguay: Montevideo (MVD) — Carrasco International Airport",www .aerolineas .com .ar /en-us,Fabian Lombardo ( president & CEO ),"10,230 (FY 2019)","Aeroparque Jorge Newbery, Buenos Aires , Argentina",SkyTeam ; SkyTeam Cargo,Aerolíneas Plus,US$ 1.33 billion (FY 2019),,US$ –603.15 million (FY 2019),US$ 1.6 billion (FY 2019),US$ –213.9 million(FY 2019),14 May 1949 ( 1949-05-14 ); 7 December 1950 ( 1950-12-07 )
Aerolíneas Estelar,ES,ETR,YV,6,11,ESTELAR,https://images.planefinder.net/api/logo/ETR/w/256,https://en.wikipedia.org/wiki/Aerol%C3%ADneas_Estelar,,Simón Bolívar International Airport,Panama: Panama City (PTY) — Tocumen International Airport; Spain: Madrid (MAD) — Madrid–Barajas Airport; Caracas: Simón Bolívar International Airport — Hub,flyestelar .com,Boris Serrano (CEO),,"Caracas , Venezuela",,,,,,,,2009
Aerolíneas Sosa,S0,NSO,,5,4,SOSA,https://images.planefinder.net/api/logo/NSO/w/256,https://en.wikipedia.org/wiki/Aerol%C3%ADneas_Sosa,,Golosón International Airport,,als .aerocrs .net,"Antonio Sosa ( CEO ), Frank Portillo ( Manager )",,"La Ceiba, Honduras",,,,,,,,1976; 46 years ago
Aerolink Uganda,A8,XAU,5X,2,4,PEARL,https://images.planefinder.net/api/logo/XAU/w/256,https://en.wikipedia.org/wiki/Aerolink_Uganda,,"Entebbe International Airport; Kampala , Entebbe",Kenya: Masai Mara (MRE) — Mara Serena Airport; Kenya: Kisumu (KIS) — Kisumu International Airport; Uganda: Bugungu — Bugungu Airstrip; Uganda: Chobe — Chobe Safari Lodge Airport; Uganda: Entebbe / Kampala (EBB) — Entebbe International Airport; Uganda: Kasese (KSE) — Kasese Airport; Uganda: Kidepo — Kidepo Airport; Uganda: Kihihi (KHX) — Kihihi Airstrip; Uganda: Kisoro (KXO) — Kisoro Airport; Uganda: Mweya — Mweya Airport; Uganda: Pakuba (PAF) — Pakuba Airfield; Uganda: Semliki — Semliki Airstrip,www .aerolinkuganda .com,Captain Catherine Mugo ; (Country Manager),,Entebbe International Airport,,,,,,,,2012 ( 2012 )
Aerologic,3S,BOX,D,28,0,GERMAN CARGO,https://images.planefinder.net/api/logo/BOX/w/256,https://en.wikipedia.org/wiki/AeroLogic,,Frankfurt Airport ; Leipzig/Halle Airport,Albania: Tirana (TIA) — Tirana International Airport Nënë Tereza; Armenia: Yerevan (EVN) — Zvartnots International Airport; Sydney: Sydney Airport — Terminated; Austria: Graz (GRZ) — Graz Airport; Linz: Linz Airport — Terminated; Salzburg: Salzburg Airport — Terminated; Vienna: Vienna International Airport — Hub; Belgium: Brussels (BRU) — Brussels Airport; Mostar: Mostar International Airport — Terminated; São Paulo: São Paulo/Guarulhos International Airport — Terminated; Canada: Montreal (YUL) — Montréal–Trudeau International Airport; Ottawa: Ottawa Macdonald–Cartier International Airport — Terminated; Toronto: Toronto Pearson International Airport — Terminated; Vancouver: Vancouver International Airport — Terminated; Guangzhou: Guangzhou Baiyun International Airport — Terminated; Nanjing: Nanjing Lukou International Airport — Terminated; Xiamen: Xiamen Gaoqi International Airport — Terminated; Medellín: José María Córdova International Airport — Terminated; Croatia: Dubrovnik (DBV) — Dubrovnik Airport; Split: Split Airport — Seasonal; Zadar: Zadar Airport — Seasonal; Holguin: Frank País Airport — Terminated; Varadero: Juan Gualberto Gómez Airport — Terminated; Cyprus: Larnaca (LCA) — Larnaca International Airport; Czech Republic: Prague (PRG) — Václav Havel Airport Prague; Hurghada: Hurghada International Airport — Seasonal Charter; Marsa Alam: Marsa Alam International Airport — Seasonal Charter; Kittilä: Kittilä Airport — Seasonal Charter; Rovaniemi: Rovaniemi Airport — Seasonal; France: Lyon (LYS) — Lyon–Saint-Exupéry Airport; Strasbourg: Strasbourg Airport — Terminated; Georgia: Tbilisi (TBS) — Tbilisi International Airport; Germany: Berlin (BER) — Berlin Brandenburg Airport; Dortmund: Dortmund Airport — Terminated; Dresden: Dresden Airport — Terminated; Heringsdorf / Usedom: Heringsdorf Airport — Terminated; Rostock: Rostock–Laage Airport — Terminated; Sylt: Sylt Airport — Seasonal; Greece: Athens (ATH) — Athens International Airport; Chania: Chania International Airport — Seasonal; Chios: Chios Island National Airport — Terminated; Corfu: Corfu International Airport — Seasonal; Heraklion: Heraklion International Airport — Seasonal; Kalamata: Kalamata International Airport — Seasonal; Karpathos: Karpathos Island National Airport — Seasonal; Kavala: Kavala International Airport — Seasonal; Kephalonia: Kephalonia International Airport — Seasonal; Kos: Kos International Airport — Seasonal; Lemnos: Lemnos International Airport — Seasonal Charter; Mykonos: Mykonos Airport — Seasonal; Mytilene: Mytilene International Airport — Terminated; Patras: Patras Araxos Airport — Seasonal; Preveza: Aktion National Airport — Seasonal; Rhodes: Rhodes International Airport — Seasonal; Samos: Samos International Airport — Seasonal; Santorini: Santorini (Thira) International Airport — Seasonal; Skiathos: Skiathos International Airport — Seasonal; Skyros: Skyros National Airport — Seasonal Charter; Volos: Nea Anchialos National Airport — Seasonal; Zakynthos: Zakynthos International Airport — Seasonal; Hungary: Budapest (BUD) — Budapest Ferenc Liszt International Airport; Iceland: Keflavík (KEF) — Keflavík International Airport; Mumbai: Chhatrapati Shivaji Maharaj International Airport — Terminated; Jakarta: Soekarno–Hatta International Airport — Terminated; Shiraz: Shiraz International Airport — Terminated; Israel: Tel Aviv (TLV) — Ben Gurion Airport; Italy: Bari (BRI) — Bari Karol Wojtyła Airport; Brindisi: Brindisi Airport — Seasonal; Cagliari: Cagliari Elmas Airport — Seasonal; Catania: Catania–Fontanarossa Airport — Seasonal; Lamezia Terme: Lamezia Terme International Airport — Seasonal; Olbia: Olbia Costa Smeralda Airport — Seasonal; Palermo: Falcone Borsellino Airport — Seasonal; Turin: Turin Airport — Terminated; Tokyo: Narita International Airport — Seasonal; Jordan: Amman (AMM) — Queen Alia International Airport; Nairobi: Jomo Kenyatta International Airport — Terminated; Kosovo: Pristina (PRN) — Pristina International Airport; Lithuania: Vilnius (VNO) — Vilnius Čiurlionis International Airport; Kuala Lumpur: Kuala Lumpur International Airport — Terminated; Penang: Penang International Airport — Terminated; Maldives: Malé (MLE) — Velana International Airport; Mauritius: Port Louis (MRU) — Sir Seewoosagur Ramgoolam International Airport; Mexico: Cancún (CUN) — Cancún International Airport; Mexico City: Mexico City International Airport — Terminated; Moldova: Chişinău (RMO) — Chișinău Eugen Doga International Airport; Montenegro: Podgorica (TGD) — Podgorica Airport; Tivat: Tivat Airport — Seasonal; Casablanca: Mohammed V International Airport — Terminated; Netherlands: Amsterdam (AMS) — Amsterdam Airport Schiphol; Lagos: Murtala Muhammed International Airport — Terminated; North Macedonia: Ohrid (OHD) — Ohrid St. Paul the Apostle Airport; Norway: Oslo (OSL) — Oslo Gardermoen Airport; Tromsø: Tromsø Airport — Terminated; Poznań: Poznań-Ławica Airport — Terminated; Wrocław: Wrocław Airport — Terminated; Portugal: Funchal (FNC) — Madeira Airport; Lisbon: Lisbon Airport — Terminated; Timișoara: Traian Vuia International Airport — Terminated; Moscow: Moscow Domodedovo Airport — Terminated; Nizhny Novgorod: Nizhny Novgorod International Airport — Terminated; Rostov-on-Don: Rostov-on-Don Airport — Terminated; Saint Petersburg: Pulkovo International Airport Seasonal — Terminated; Sochi: Sochi International Airport — Terminated; Yekaterinburg: Koltsovo International Airport — Terminated; Riyadh: King Khalid International Airport — Terminated; Serbia: Belgrade (BEG) — Belgrade Nikola Tesla Airport; Johannesburg: O. R. Tambo International Airport — Terminated; Spain: Barcelona (BCN) — Josep Tarradellas Barcelona–El Prat Airport; Fuerteventura: Fuerteventura Airport — Seasonal; Ibiza: Ibiza Airport — Seasonal; Lanzarote: Lanzarote Airport — Terminated; Madrid: Adolfo Suárez Madrid–Barajas Airport — Terminated; Menorca: Menorca Airport — Seasonal; Seville: Seville Airport — Seasonal; Sweden: Gothenburg (GOT) — Göteborg Landvetter Airport; Switzerland: Geneva (GVA) — Geneva Airport; St. Gallen: St. Gallen–Altenrhein Airport — Terminated; Switzerland ; France ; Germany: Basel ; Mulhouse ; Freiburg (BSL) — EuroAirport Basel Mulhouse Freiburg; Tunisia: Monastir (MIR) — Monastir Habib Bourguiba International Airport; Turkey: Antalya (AYT) — Antalya Airport; Bodrum: Milas–Bodrum Airport — Terminated; Dalaman: Dalaman Airport — Seasonal; Istanbul: Istanbul Atatürk Airport — Airport closed; Kyiv: Boryspil International Airport — Suspended; Lviv: Lviv Danylo Halytskyi International Airport — Suspended; Odesa: Odesa International Airport — Suspended; Zaporizhzhia: Zaporizhzhia International Airport — Suspended; Dubai: Dubai International Airport — Seasonal; Edinburgh: Edinburgh Airport — Seasonal; London: Gatwick Airport — Terminated; Manchester: Manchester Airport — Terminated; Los Angeles: Los Angeles International Airport — Seasonal; Miami: Miami International Airport — Terminated; San Francisco: San Francisco International Airport — Terminated,www .aerologic .aero,,,"Schkeuditz , Germany",,,,,,,,12 September 2007 ( 2007-09-12 ); 29 June 2009 ( 2009-06-29 )
